"language","source_id","english_source","pages","aida_decision_required"
"de","44cc98695777ac15","/
   BP-2P-95-0001 · 2-Inlet/4-Outlet Pneumatic Rotary Union","BP-2P-95-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","d5ed5decd751a0ef","/
   BP-3P-0004 · 3-Passage Pneumatic Rotary Union","BP-3P-0004.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","f558b8acc9af438c","/
   BP-3P-0006 · 3-Passage Pneumatic Rotary Union (G1/4)","BP-3P-0006.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","fb14a087fd7e82f5","/
   BP-3P-0007 · Compact 3-Passage Pneumatic Rotary Union (4 mm Orifice)","BP-3P-0007.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","49270950a2df7892","/
   BP-8P-0001 · 8-Passage Pneumatic Rotary Union","BP-8P-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","090e2e00e616172a","← Previous: Pneumatic Rotary Union Catalog Page 1","products-p2.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","bd434fda6d2df8c6","<a href=""BP-2P-0001.html"" class=""product-link"">BP-2P-0001</a> — 2-in-2-out, 6061 aluminum alloy body, FKM + Glyd Ring seal, max 1 MPa. Most common industrial model.","blog-seal-replacement.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","7d81460ae144011e","<a href=""BP-2P-50-0001.html"" class=""product-link"">BP-2P-50-0001</a> — PTFE seal with O-ring and a protective shroud and labyrinth for dusty environments; no certified IP rating is currently claimed.","blog-seal-replacement.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","1ea95f572ba6dc67","<a href=""BP-2P-50-0001.html"">BP-2P-50-0001</a> for air; other media require written compatibility confirmation","application-textile-printing-converting.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","e9efcd087d40c495","<a href=""contact.html?request=3d-step&amp;model=BP-1P-0003&amp;product=BP-1P-0003%20%E2%80%94%20Single-Passage%20Pneumatic%20Rotary%20Union&amp;source=BP-1P-0003.html"">3D STEP/IGES File (Request)</a>","BP-1P-0003.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","a78073ad634bbb10","<a href=""contact.html?request=3d-step&amp;model=BP-1P-0006&amp;product=BP-1P-0006%20%C2%B7%201-Inlet%2F6-Outlet%20Pneumatic%20Rotary%20Union%20(4%20mm%20Orifice)&amp;source=BP-1P-0006.html"">3D STEP/IGES File (Request)</a>","BP-1P-0006.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","bdf381ceef61d47d","<a href=""contact.html?request=3d-step&amp;model=BP-2P-0001&amp;product=BP-2P-0001%20%C2%B7%202-Passage%20Pneumatic%20Rotary%20Union&amp;source=BP-2P-0001.html"">3D STEP/IGES File (Request)</a>","BP-2P-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","091c81aee5da5c31","<a href=""contact.html?request=3d-step&amp;model=BP-2P-0002&amp;product=BP-2P-0002%20%C2%B7%202-Inlet%2F3-Outlet%20Pneumatic%20Rotary%20Union%20(4%20mm%20Orifice)&amp;source=BP-2P-0002.html"">3D STEP/IGES File (Request)</a>","BP-2P-0002.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","7ff83beb71196170","<a href=""contact.html?request=3d-step&amp;model=BP-2P-08-0001&amp;product=BP-2P-08-0001%20%C2%B7%202-Passage%20Pneumatic%20Rotary%20Union&amp;source=BP-2P-08-0001.html"">3D STEP/IGES File (Request)</a>","BP-2P-08-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","4020f8bd78b8f5b7","<a href=""contact.html?request=3d-step&amp;model=BP-2P-130-0001&amp;product=BP-2P-130-0001%20%C2%B7%202-Passage%20Pneumatic%20Rotary%20Union&amp;source=BP-2P-130-0001.html"">3D STEP/IGES File (Request)</a>","BP-2P-130-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","f51cc8c1348caa95","<a href=""contact.html?request=3d-step&amp;model=BP-2P-16-0001&amp;product=BP-2P-16-0001%20%C2%B7%202-Passage%20Through-Bore%20Pneumatic%20Rotary%20Union%20(16%20mm%20Bore)&amp;source=BP-2P-16-0001.html"">3D STEP/IGES File (Request)</a>","BP-2P-16-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","9796382f81cb39f6","<a href=""contact.html?request=3d-step&amp;model=BP-2P-30-0001&amp;product=BP-2P-30-0001%20%C2%B7%202-Passage%20Through-Bore%20Pneumatic%20Rotary%20Union%20(%C3%9830%20mm%20Bore)&amp;source=BP-2P-30-0001.html"">3D STEP/IGES File (Request)</a>","BP-2P-30-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","a76ef0edc60dd833","<a href=""contact.html?request=3d-step&amp;model=BP-2P-50-0001&amp;product=BP-2P-50-0001%20%C2%B7%202-Passage%20Pneumatic%20Rotary%20Union&amp;source=BP-2P-50-0001.html"">3D STEP/IGES File (Request)</a>","BP-2P-50-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","0d59b1f88f7df1c7","<a href=""contact.html?request=3d-step&amp;model=BP-2P-95-0001&amp;product=BP-2P-95-0001%20%C2%B7%202-Inlet%2F4-Outlet%20Pneumatic%20Rotary%20Union&amp;source=BP-2P-95-0001.html"">3D STEP/IGES File (Request)</a>","BP-2P-95-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","b7ae47351b9178bc","<a href=""contact.html?request=3d-step&amp;model=BP-3P-0004&amp;product=BP-3P-0004%20%C2%B7%203-Passage%20Pneumatic%20Rotary%20Union&amp;source=BP-3P-0004.html"">3D STEP/IGES File (Request)</a>","BP-3P-0004.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","a121051c670b7b43","<a href=""contact.html?request=3d-step&amp;model=BP-3P-S06-0001&amp;product=BP-3P-S06-0001%20%C2%B7%203-Passage%20%2B%206-Circuit%20Pneumatic-Electric%20Rotary%20Union&amp;source=BP-3P-S06-0001.html"">3D STEP/IGES File (Request)</a>","BP-3P-S06-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","95ddbb42d4cda9bd","<a href=""contact.html?request=3d-step&amp;model=BP-4P-30-0001&amp;product=BP-4P-30-0001%20%C2%B7%204-Passage%20Through-Bore%20Pneumatic%20Rotary%20Union%20(%C3%9830%20mm%20Bore)&amp;source=BP-4P-30-0001.html"">3D STEP/IGES File (Request)</a>","BP-4P-30-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","9269a707502fcf93","<a href=""contact.html?request=3d-step&amp;model=BP-8P-0001&amp;product=BP-8P-0001%20%C2%B7%208-Passage%20Pneumatic%20Rotary%20Union&amp;source=BP-8P-0001.html"">3D STEP/IGES File (Request)</a>","BP-8P-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","a8119d172275209a","<a href=""contact.html?request=verified-drawing&amp;model=BP-2P-30-0001"">Request Verified Drawing</a>","BP-2P-30-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","bf9c0964bfa19732","<a href=""contact.html?request=verified-drawing&amp;model=BP-2P-95-0001"">Request Verified Drawing</a>","BP-2P-95-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","40f626ab64f43adc","<a href=""contact.html"">Request engineering review</a>","BP-2P-50-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","6bbdd4466352cd06","<h3>BP-1P-0003 · Single-Passage</h3>
    <p>Single passage, threaded mount, 500 RPM. For simple single-line applications.</p>
    <div class=""price"">From $38</div>","BP-1P-0006.html;BP-2P-0001.html;BP-2P-0002.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","385f58bce684aba1","<h3>BP-1P-0006 — 1-Inlet/6-Outlet (G1/8)</h3>
    <p>1-in-6-out, 4mm orifice. For assembly stations distributing one air supply to 6 tools.</p>
    <div class=""price"">From $42</div>","BP-1P-0003.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","d817c7b74a1079a4","<h3>BP-1P-0006 · 1-Inlet/6-Outlet (G1/8)</h3>
    <p>1-in-6-out, 4mm orifice, G1/8 thread. For distributing one air supply to 6 small tools.</p>
    <div class=""price"">From $42</div>","BP-3P-0007.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","74ae2b9a4df1cb27","<h3>BP-2P-0001 — 2-Passage (Flange)</h3>
    <p>Dual passage, flange mount, 1.0 MPa. For clamp + unclamp or gripper + vacuum.</p>
    <div class=""price"">From $55</div>","BP-1P-0003.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","c417e5e892465b1c","<h3>BP-2P-0001 · 2-Passage (Flange)</h3>
    <p>Dual passage, flange mount, 1.0 MPa, 500 RPM. No bore. Lower cost when through-bore is not needed.</p>
    <div class=""price"">From $55</div>","BP-2P-16-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","cda917bae41482eb","<h3>BP-2P-0001 · 2-Passage (Flange)</h3>
    <p>Dual passage, flange mount, 1.0 MPa, 500 RPM. Standard version for clean environments at lower cost.</p>
    <div class=""price"">From $68</div>","BP-2P-50-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","8fa491c749caac9f","<h3>BP-2P-0001 · 2-Passage (Flange)</h3>
    <p>Dual passage, flange mount, 1.0 MPa, 500 RPM. Standard version for clean, low-pressure environments at lower cost.</p>
    <div class=""price"">From $68</div>","BP-2P-95-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","7e0bfb36824009ce","<h3>BP-2P-0001 · 2-Passage (Flange)</h3>
    <p>Dual passage, flange mount, 1.0 MPa. For applications where 2 channels are sufficient and flange rigidity is preferred.</p>
    <div class=""price"">From $68</div>","BP-3P-0006.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","80ed98cd815eba61","<h3>BP-2P-0001 · 2-Passage (Flange)</h3>
    <p>Dual passage, flange mount, 1.0 MPa. For applications where 2 channels are sufficient.</p>
    <div class=""price"">From $68</div>","BP-3P-0004.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","dae3173ee0460eb8","<h3>BP-2P-0001 · 2-Passage (Flange)</h3>
    <p>Dual passage, flange mount, 1.0 MPa. For clamp + unclamp or gripper + vacuum.</p>
    <div class=""price"">From $55</div>","BP-1P-0006.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","e7a2e4da52897a7e","<h3>BP-2P-0001 · 2-Passage (Flange)</h3>
    <p>Dual passage, flange mount, 1.0 MPa. For general automation where 5 MPa is over-specified.</p>
    <div class=""price"">From $68</div>","BP-2P-130-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","b200cbed54af6c4c","<h3>BP-2P-0001 · 2-Passage (Flange)</h3>
    <p>Dual passage, flange mount, 1.0 MPa. For simpler clamp + unclamp applications.</p>
    <div class=""price"">From $55</div>","BP-3P-S06-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","92db778017238b74","<h3>BP-2P-0001 · 2-Passage (Flange)</h3>
    <p>Dual passage, flange mount, 200 RPM. For rigid machine-frame integration.</p>
    <div class=""price"">From $68</div>","BP-2P-0002.html;BP-2P-08-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","f198cd03cfffd663","<h3>BP-2P-0001 · 2-Passage</h3>
    <p>Dual passage, flange mount, 1.0 MPa. For simpler clamp + unclamp applications.</p>
    <div class=""price"">From $68</div>","BP-4P-30-0001.html;BP-8P-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","ddc9a9536afd20b0","<h3>BP-2P-0002 · 2-Inlet/3-Outlet (G1/8)</h3>
    <p>Dual passage, threaded mount, 1.5 MPa. For higher-pressure applications.</p>
    <div class=""price"">From $48</div>","BP-1P-0006.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","14fc6d8866ccd63c","<h3>BP-2P-0002 · 2-Inlet/3-Outlet (G1/8)</h3>
    <p>Dual passage, threaded mount, 1.5 MPa. For higher-pressure or compact installations.</p>
    <div class=""price"">From $48</div>","BP-2P-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","d1f42de3cd242202","<h3>BP-2P-0002 · 2-Inlet/3-Outlet (G1/8)</h3>
    <p>Dual passage, threaded mount, 1.5 MPa. For higher-pressure or larger-flow applications.</p>
    <div class=""price"">From $48</div>","BP-2P-08-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","df9026f053d469d2","<h3>BP-2P-08-0001 · Compact 2-Passage (8mm)</h3>
    <p>Compact, M5 threaded, no flange. For small assemblies where space is extremely limited.</p>
    <div class=""price"">From $42</div>","BP-2P-30-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","b6a3519c8a39fb0c","<h3>BP-2P-08-0001 · Compact 2-Passage (M5)</h3>
    <p>Compact M5 threaded, 200 RPM. For miniature automation cells.</p>
    <div class=""price"">From $42</div>","BP-2P-0002.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","96588ebe77c02841","<h3>BP-2P-08-0001 · Compact 2-Passage (M5)</h3>
    <p>Compact, M5 threaded, 2 passages. For ultra-small pneumatic fixtures where G1/8 is too large.</p>
    <div class=""price"">From $42</div>","BP-3P-0007.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","a6c8dbde7f9bd048","<h3>BP-2P-16-0001 · 2-Passage Through-Bore (16mm)</h3>
    <p>16mm bore, flange mount, 200 RPM. Lighter and lower cost when 30mm bore is not needed.</p>
    <div class=""price"">From $58</div>","BP-2P-30-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","9d2719264b052984","<h3>BP-2P-16-0001 · 2-Passage Through-Bore</h3>
    <p>Ø16mm bore, flange mount. For smaller cable-through applications.</p>
    <div class=""price"">From $78</div>","BP-8P-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","44cd02e9f6db575a","<h3>BP-2P-16-0001 · 2-Passage Through-Bore</h3>
    <p>Ø16mm bore, flange mount. For smaller cable-through or shaft-through applications.</p>
    <div class=""price"">From $78</div>","BP-4P-30-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","ba01189eec6bde02","<h3>BP-2P-30-0001 · 2-Passage Through-Bore (Ø30mm)</h3>
    <p>Larger 30mm bore, Ø76 mm body, deep groove ball bearing. For bigger cable bundles and radial loads.</p>
    <div class=""price"">From $72</div>","BP-2P-16-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","bc11ca048b49a6ba","<h3>BP-2P-50-0001 — Protective Shroud + Labyrinth</h3>
    <p>Two-passage air model with a protective shroud and labyrinth for dusty environments; no certified IP rating is currently claimed.</p>
    <div class=""price"">From $85</div>","BP-1P-0003.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","cae65512b713d069","<h3>BP-2P-50-0001 · Protective Shroud + Labyrinth</h3>
    <p>Two-passage air model with a protective shroud and labyrinth for dusty environments; no certified IP rating is currently claimed.</p>
    <div class=""price"">From $85</div>","BP-2P-0001.html;BP-2P-08-0001.html;BP-2P-130-0001.html;BP-2P-16-0001.html;BP-2P-30-0001.html;BP-3P-0004.html;BP-3P-0006.html;BP-8P-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","30d70534e6ca6b1a","<h3>BP-2P-50-0001 · Protective Shroud + Labyrinth</h3>
    <p>Two-passage air model with a protective shroud and labyrinth, rated to 1.0 MPa; no certified IP rating is currently claimed.</p>
    <div class=""price"">From $85</div>","BP-2P-95-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","b06f827738224f52","<h3>BP-3P-0004 — 3-Passage (Flange)</h3>
    <p>Triple passage, flange mount. For multi-function rotary tables and packaging machinery.</p>
    <div class=""price"">From $95</div>","BP-1P-0003.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","db9bde066fbe702b","<h3>BP-3P-0004 · 3-Passage (Flange)</h3>
    <p>Same 3 passages, flange mount, 1.0 MPa. For vibration-heavy applications where threaded mounts fatigue.</p>
    <div class=""price"">From $72</div>","BP-3P-0007.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","98a8097fed3900c1","<h3>BP-3P-0004 · 3-Passage (Flange)</h3>
    <p>Same 3 passages, flange mount, 1.0 MPa. For vibration-heavy applications where threaded mounts fatigue.</p>
    <div class=""price"">From $95</div>","BP-3P-0006.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","a84e0cb30efa87fa","<h3>BP-3P-0004 · 3-Passage (Flange)</h3>
    <p>Triple passage, flange mount, 1.0 MPa. For multi-function rotary tables needing 3 independent air lines.</p>
    <div class=""price"">From $95</div>","BP-2P-95-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","e3796cd8d8a6bd1c","<h3>BP-3P-0004 · 3-Passage (Flange)</h3>
    <p>Triple passage, flange mount, 1.0 MPa. For multi-function rotary tables.</p>
    <div class=""price"">From $95</div>","BP-2P-130-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","0909e0fb4b9a2646","<h3>BP-3P-0004 · 3-Passage (Flange)</h3>
    <p>Triple passage, flange mount, pneumatic only. Same 3 air lines without slip ring — lighter and lower cost.</p>
    <div class=""price"">From $95</div>","BP-3P-S06-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","1e8664da25774d15","<h3>BP-3P-0004 · 3-Passage (Flange)</h3>
    <p>Triple passage, flange mount. For multi-function rotary tables and packaging machinery.</p>
    <div class=""price"">From $95</div>","BP-2P-0001.html;BP-2P-08-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","aa9d81ec857e6543","<h3>BP-3P-0004 · 3-Passage (Flange)</h3>
    <p>Triple passage, flange mount. For multi-function rotary tables needing 3 independent air lines.</p>
    <div class=""price"">From $95</div>","BP-2P-16-0001.html;BP-2P-50-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","526e817d40f7ce63","<h3>BP-3P-0004 · 3-Passage</h3>
    <p>Triple passage, flange mount. For 3-function rotary tables without hollow bore.</p>
    <div class=""price"">From $95</div>","BP-4P-30-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","006127a85e2c1b84","<h3>BP-3P-0004 · 3-Passage</h3>
    <p>Triple passage, flange mount. For 3-function rotary tables.</p>
    <div class=""price"">From $95</div>","BP-8P-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","efa58fb6302adca9","<h3>BP-3P-0006 · 3-Passage (G1/4)</h3>
    <p>Same 3 passages with G1/4 threaded ports for higher flow and direct hose connection.</p>
    <div class=""price"">From $78</div>","BP-3P-S06-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","f6429d7a4d931de6","<h3>BP-3P-0006 · 3-Passage (G1/4)</h3>
    <p>Same 3 passages, G1/4 thread, 6mm orifice. For higher flow requirements in compact installs.</p>
    <div class=""price"">From $78</div>","BP-3P-0007.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","d565e5b7973fee14","<h3>BP-3P-0006 · 3-Passage (G1/4)</h3>
    <p>Same 3 passages, G1/4 threaded mount, 6mm orifice. For compact installs without flange machining.</p>
    <div class=""price"">From $78</div>","BP-3P-0004.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","64c19f33d74c6f20","<h3>BP-3P-0007 · Compact 3-Passage (4mm)</h3>
    <p>Same 3 passages with 4 mm orifice for higher flow rate applications.</p>
    <div class=""price"">From $75</div>","BP-3P-S06-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","8d85c57071b39341","<h3>BP-3P-0007 · Compact 3-Passage (4mm)</h3>
    <p>Same 3 passages, G1/8 thread, 4mm orifice. For miniature pneumatic fixtures where space is critical.</p>
    <div class=""price"">From $75</div>","BP-3P-0006.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","fd22c0a98d0e5693","<h3>BP-3P-0007 · Compact 3-Passage (4mm)</h3>
    <p>Same 3 passages, G1/8 threaded mount, 4mm orifice. For miniature pneumatic fixtures.</p>
    <div class=""price"">From $75</div>","BP-3P-0004.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","ca7a377dbf72c811","<h3>BP-3P-0007 · Compact 3-Passage (4mm)</h3>
    <p>Triple passage, same 4mm orifice. For multi-function rotary tables.</p>
    <div class=""price"">From $78</div>","BP-1P-0006.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","78bb808cda8b852f","<h3>BP-3P-0007 · Compact 3-Passage (4mm)</h3>
    <p>Triple passage, same 4mm orifice. For three independent inlet pressures.</p>
    <div class=""price"">From $78</div>","BP-2P-0002.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","f0fabd897f59c174","<h3>BP-3P-S06-0001 · 3-Passage + 6-Circuit</h3>
    <p>Pneumatic-electric hybrid. For stations needing both air and electrical signal transfer.</p>
    <div class=""price"">From $145</div>","BP-2P-30-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","c162dea0e3d5eec8","<h3>BP-3P-S06-0001 · 3-Passage + 6-Circuit</h3>
    <p>Pneumatic-electric rotary joint. 3 air passages + 6 electrical circuits in one body.</p>
    <div class=""price"">From $145</div>","BP-4P-30-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","2a0fefd63ca0822b","<h3>BP-4P-30-0001 · 4-Passage Through-Bore (Ø30mm)</h3>
    <p>4 passages, same 30mm bore and Ø76 mm envelope. For complex automation stations.</p>
    <div class=""price"">From $125</div>","BP-2P-30-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","d12fa3fc1f9765ff","<h3>BP-4P-30-0001 · 4-Passage Through-Bore</h3>
    <p>Ø30mm hollow bore, 4 passages, flange mount. For cable-through or shaft-through applications.</p>
    <div class=""price"">From $128</div>","BP-3P-S06-0001.html;BP-8P-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","c05d633fdf2cc214","<h3>BP-8P-0001 · 8-Passage (Flange)</h3>
    <p>8 passages, flange mount. For complex automation and multi-passage machinery.</p>
    <div class=""price"">From $165</div>","BP-2P-0001.html;BP-2P-0002.html;BP-2P-08-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","f9c0d13dfe7b9be7","<h3>BP-8P-0001 · 8-Passage (Flange)</h3>
    <p>8 passages, flange mount. For complex automation and packaging machinery.</p>
    <div class=""price"">From $165</div>","BP-1P-0006.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","55d90087ab7a410b","<h3>BP-8P-0001 · 8-Passage</h3>
    <p>8 passages, flange mount, 1.0 MPa. For complex automation stations with many pneumatic functions.</p>
    <div class=""price"">From $165</div>","BP-2P-95-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","1514105c3d2c7f04","<h3>BP-8P-0001 · 8-Passage</h3>
    <p>8 passages, flange mount, 200 RPM. For high-density multi-passage rotary systems.</p>
    <div class=""price"">From $165</div>","BP-4P-30-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","3657396a310990e2","<h3>BP-8P-0001 · 8-Passage</h3>
    <p>8 passages, flange mount. For complex automation stations with many pneumatic functions.</p>
    <div class=""price"">From $165</div>","BP-2P-16-0001.html;BP-2P-50-0001.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","7f929d88c24bf596","<h3>BP-8P-0001 · 8-Passage</h3>
    <p>8 passages, flange mount. For complex multi-function rotary tables and packaging machinery.</p>
    <div class=""price"">From $165</div>","BP-2P-130-0001.html;BP-3P-0004.html;BP-3P-0006.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","f6928ad63f860493","<img src=""images/optimized/products/BP-2P-50-0001-1.webp"" alt=""BP-2P-50-0001 protective-shroud and labyrinth rotary joint"" loading=""lazy"" width=""500"" height=""500"">
                <span class=""portal-date"">May 2026</span>
                <strong>BP-2P-50-0001</strong>
                <small>Protective shroud and labyrinth for dusty environments; no certified IP rating claimed</small>","index.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","d71a8f75c2ddeb84","<img src=""images/optimized/products/BP-4P-30-0001/BP-4P-30-0001.webp"" alt=""BP-4P-30-0001 4-passage pneumatic rotary union"" loading=""lazy"" width=""500"" height=""500"">
                <span class=""portal-date"">June 2026</span>
                <strong>BP-4P-30-0001</strong>
                <small>4-channel flange mount rotary union with 30mm bore</small>","index.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
"de","83beb112ad2882b2","<img src=""images/optimized/products/BP-8P-0001-1.webp"" alt=""BP-8P-0001 8-passage pneumatic rotary union"" loading=""lazy"" width=""500"" height=""500"">
                <span class=""portal-date"">May 2026</span>
                <strong>BP-8P-0001</strong>
                <small>8-passages for high-channel pneumatic transfer</small>","index.html","Approve a persistent localized translation or explicitly classify the source as non-translatable."
