file_path,url,page_type,title,h1,indexable,in_sitemap,canonical,schema_types,word_count,internal_links_in,internal_links_out,duplicate_group,geo_score,priority,status
BP-1P-0006.html,https://www.begapunk.com/BP-1P-0006.html,product_detail,"BP-1P-0006 · 1-in-6-out (4mm Orifice) Rotary Joint | G1/8 Thread, Max 1 MPa, 300 RPM | Begapunk",BP-1P-0006 · 1-in-6-out (4mm) Rotary Joint,true,true,https://www.begapunk.com/BP-1P-0006.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,2755,6,27,DG-01,72,P1,formal
BP-2P-0001.html,https://www.begapunk.com/BP-2P-0001.html,product_detail,"BP-2P-0001 · 2-in-2-out Rotary Joint | Flange Mount, Max 1 MPa | Begapunk",BP-2P-0001 · 2-in-2-out Rotary Joint,true,true,https://www.begapunk.com/BP-2P-0001.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,2678,26,26,,72,P1,formal
BP-2P-0002.html,https://www.begapunk.com/BP-2P-0002.html,product_detail,"BP-2P-0002 · 2-in-3-out (4mm Orifice) Rotary Joint | G1/8 Thread, Max 1 MPa, 300 RPM | Begapunk",BP-2P-0002 · 2-in-3-out (4mm) Rotary Joint,true,true,https://www.begapunk.com/BP-2P-0002.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,2808,14,27,DG-01,72,P1,formal
BP-2P-08-0001.html,https://www.begapunk.com/BP-2P-08-0001.html,product_detail,"BP-2P-08-0001 · 2-in-2-out Rotary Joint | M5 Threaded Mount, Max 1 MPa | Begapunk",BP-2P-08-0001 · 2-in-2-out Rotary Joint,true,true,https://www.begapunk.com/BP-2P-08-0001.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,2652,6,26,,72,P1,formal
BP-2P-130-0001.html,https://www.begapunk.com/BP-2P-130-0001.html,product_detail,"BP-2P-130-0001 · 2-in-2-out Rotary Joint | Heavy Duty, Max 5 MPa | Begapunk",BP-2P-130-0001 · 2-in-2-out Rotary Joint,true,true,https://www.begapunk.com/BP-2P-130-0001.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,2785,12,26,,72,P1,formal
BP-2P-16-0001.html,https://www.begapunk.com/BP-2P-16-0001.html,product_detail,"BP-2P-16-0001 · 2-in-2-out (16mm Bore) Rotary Joint | Flange Mount (4-M5), Max 1 MPa | Begapunk",BP-2P-16-0001 · 2-in-2-out (16mm Bore) Rotary Joint,true,true,https://www.begapunk.com/BP-2P-16-0001.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,2685,6,26,,72,P1,formal
BP-2P-30-0001.html,https://www.begapunk.com/BP-2P-30-0001.html,product_detail,"BP-2P-30-0001 · 2-in-2-out (Ø30mm) Rotary Joint | Flange Mount, Max 1 MPa, 150 RPM | Begapunk",BP-2P-30-0001 · 2-in-2-out (Ø30mm) Rotary Joint,true,true,https://www.begapunk.com/BP-2P-30-0001.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,2958,6,28,,72,P1,formal
BP-2P-50-0001.html,https://www.begapunk.com/BP-2P-50-0001.html,product_detail,"BP-2P-50-0001 · 2-in-2-out Rotary Joint | Dust-Proof, Flange Mount, Max 1 MPa | Begapunk",BP-2P-50-0001 · 2-in-2-out Rotary Joint,true,true,https://www.begapunk.com/BP-2P-50-0001.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,2996,21,25,,72,P1,formal
BP-2P-95-0001.html,https://www.begapunk.com/BP-2P-95-0001.html,product_detail,"BP-2P-95-0001 · 2-in-4-out Rotary Joint | Heavy Duty, Max 10 MPa | Begapunk",BP-2P-95-0001 · 2-in-4-out Rotary Joint,true,true,https://www.begapunk.com/BP-2P-95-0001.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,3197,10,25,,72,P1,formal
BP-3P-0004.html,https://www.begapunk.com/BP-3P-0004.html,product_detail,"BP-3P-0004 · 3-in-3-out Rotary Joint | Flange Mount, Max 1 MPa | Begapunk",BP-3P-0004 · 3-in-3-out Rotary Joint,true,true,https://www.begapunk.com/BP-3P-0004.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,2681,22,27,DG-02,72,P1,formal
BP-3P-0006.html,https://www.begapunk.com/BP-3P-0006.html,product_detail,"BP-3P-0006 · 3-in-3-out (6mm Orifice) Rotary Joint | G1/4 Thread, Max 1 MPa, 200 RPM | Begapunk",BP-3P-0006 · 3-in-3-out (G1/4) Rotary Joint,true,true,https://www.begapunk.com/BP-3P-0006.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,2746,8,28,DG-02,72,P1,formal
BP-3P-0007.html,https://www.begapunk.com/BP-3P-0007.html,product_detail,"BP-3P-0007 · 3-in-3-out (4mm Orifice) Rotary Joint | G1/8 Thread, Max 1 MPa, 200 RPM | Begapunk",BP-3P-0007 · 3-in-3-out (4mm) Rotary Joint,true,true,https://www.begapunk.com/BP-3P-0007.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,2871,7,29,,72,P1,formal
BP-3P-S06-0001.html,https://www.begapunk.com/BP-3P-S06-0001.html,product_detail,"BP-3P-S06-0001 · 3-in-3-out + 6-Circuit Pneumatic-Electric Rotary Joint | Flange Mount, Max 1 MPa | Begapunk",BP-3P-S06-0001 · 3-in-3-out + 6-Circuit Pneumatic-Electric Rotary Joint,true,true,https://www.begapunk.com/BP-3P-S06-0001.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,3120,9,27,,72,P1,formal
BP-4P-30-0001.html,https://www.begapunk.com/BP-4P-30-0001.html,product_detail,"BP-4P-30-0001 · 4-in-4-out (Ø30mm Bore) Rotary Joint | Flange Mount, Max 1 MPa | Begapunk",BP-4P-30-0001 · 4-in-4-out (Ø30mm Bore) Rotary Joint,true,true,https://www.begapunk.com/BP-4P-30-0001.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,3039,11,27,,72,P1,formal
BP-8P-0001.html,https://www.begapunk.com/BP-8P-0001.html,product_detail,"BP-8P-0001 · 8-in-8-out Rotary Joint | Flange Mount, Max 1 MPa | Begapunk",BP-8P-0001 · 8-in-8-out Rotary Joint,true,true,https://www.begapunk.com/BP-8P-0001.html,Brand | BreadcrumbList | ListItem | Offer | Product | PropertyValue,3091,20,27,,72,P1,formal
case-studies.html,https://www.begapunk.com/case-studies.html,case_study_hub,Rotary Joint Engineering Examples | Begapunk,Rotary Joint Engineering Examples,true,true,https://www.begapunk.com/case-studies.html,BreadcrumbList | ListItem | WebPage,883,51,24,,68,P3,formal
contact.html,https://www.begapunk.com/contact.html,contact_rfq,Rotary Joint RFQ | Request a Quote from Begapunk Engineers,Request a Rotary Joint Quote,true,true,https://www.begapunk.com/contact.html,ContactPage | GeoCoordinates | ImageObject | LocalBusiness | PostalAddress,280,51,19,,60,P3,formal
faq.html,https://www.begapunk.com/faq.html,faq,FAQ | Rotary Joint Frequently Asked Questions | Begapunk,Frequently Asked Questions,true,true,https://www.begapunk.com/faq.html,Answer | FAQPage | Question,1049,51,19,,70,P3,formal
index.html,https://www.begapunk.com/,home,Begapunk Rotary Joints | Custom Multi-Channel Rotary Unions for Industrial Automation,Air Rotary Union Specialist for OEM Machinery,true,true,https://www.begapunk.com/,Answer | ContactPoint | FAQPage | ImageObject | Organization | Person | PostalAddress | Question | WebSite,543,51,31,,68,P3,formal
installation.html,https://www.begapunk.com/installation.html,installation_guide,Rotary Joint Installation Instructions | Begapunk Support,Installation Instructions,true,true,https://www.begapunk.com/installation.html,,582,51,19,,59,P3,formal
privacy.html,https://www.begapunk.com/privacy.html,legal,Privacy Policy | Begapunk,Privacy Policy,true,true,https://www.begapunk.com/privacy.html,,654,51,19,,53,P2,formal
product-comparison.html,https://www.begapunk.com/product-comparison.html,product_catalog,Air Rotary Union Model Comparison | Begapunk Selection Table,Air Rotary Union Model Comparison,true,true,https://www.begapunk.com/product-comparison.html,BreadcrumbList | CollectionPage | ListItem,446,51,35,,68,P3,formal
products-p2.html,https://www.begapunk.com/products-p2.html,product_catalog,Rotary Joint Catalog Page 2 | Begapunk,Rotary Joint Catalog,true,true,https://www.begapunk.com/products-p2.html,,231,1,27,DG-03,57,P3,formal
products.html,https://www.begapunk.com/products.html,product_catalog,Rotary Joint Product Catalog | Begapunk,Rotary Joint Catalog,true,true,https://www.begapunk.com/products.html,Brand | ItemList | ListItem | Offer | Product | PropertyValue,223,51,28,DG-03,62,P3,formal
search.html,https://www.begapunk.com/search.html,search,Search | Begapunk Rotary Joints & Rotary Unions,Find the Right Rotary Joint,false,true,https://www.begapunk.com/search.html,,53,1,21,,39,P2,nonindex_or_special
terms.html,https://www.begapunk.com/terms.html,legal,Terms of Service | Begapunk,Terms of Service,true,true,https://www.begapunk.com/terms.html,,532,51,19,,59,P3,formal
thank-you.html,https://www.begapunk.com/thank-you.html,thank_you,Thank You! | Begapunk Rotary Joint Inquiry Submitted,Thank You! Your Inquiry Is Submitted,false,false,https://www.begapunk.com/thank-you.html,,105,0,19,,47,P2,nonindex_or_special
